  INFO root [2019-05-08 10:15:25,346] - 
 DEBUG root [2019-05-16 21:27:55,258] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-16 21:27:55,267] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-16 21:27:55,270] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-16 21:27:55,280] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-16 21:27:55,285] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-16 21:27:55,286] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-16 21:27:55,294] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-16 21:27:55,299] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-16 21:27:55,301] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-16 21:27:55,303] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-16 21:27:55,318] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-16 21:27:55,318] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-16 21:27:55,619] - ThreadPool::destroy(): waiting for thread(2)[0x14d860,0x14d318,], try=1
 DEBUG root [2019-05-16 21:27:56,022] - TPThread::~TPThread(): 0x14d860
 DEBUG root [2019-05-16 21:27:56,022] - TPThread::~TPThread(): 0x14d318
 DEBUG root [2019-05-16 21:27:56,023] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-16 21:27:56,038] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-16 21:27:56,039] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,039] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,039] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,040] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,040] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,040] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-16 21:27:56,040] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-16 21:27:56,040] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-16 21:27:57,042] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-17 10:52:28,252] - 
  INFO root [2019-05-17 10:52:28,253] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-17 10:52:28,253] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-17 10:52:28,253] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-17 10:52:28,254] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-17 10:52:28,272] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56248 )
  INFO root [2019-05-17 10:52:28,273] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56248, SOMAXCONN=5.
  INFO root [2019-05-17 10:52:28,279] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 4996 ----
  INFO root [2019-05-17 10:52:28,279] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-17 10:52:28,280] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-17 10:52:28,280] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-17 10:52:28,499] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-17 10:52:28,499] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-17 10:52:29,856] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-17 10:52:29,857] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-17 10:52:29,913] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-17 10:52:29,921] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-17 10:52:29,925] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-17 10:52:29,934] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-17 10:52:29,937] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-17 10:52:29,954] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-17 10:52:29,961] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-17 10:52:29,964] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-17 10:52:29,975] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-17 10:52:29,978] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-17 10:52:29,980] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-17 10:52:29,989] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-17 10:52:29,994] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-17 10:52:29,996] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-17 10:52:30,034] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-17 10:52:30,058] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-17 10:52:30,058] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-17 10:52:30,360] - ThreadPool::destroy(): waiting for thread(2)[0xfe5f8,0xfe868,], try=1
 DEBUG root [2019-05-17 10:52:30,762] - TPThread::~TPThread(): 0xfe5f8
 DEBUG root [2019-05-17 10:52:30,762] - TPThread::~TPThread(): 0xfe868
 DEBUG root [2019-05-17 10:52:30,763] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-17 10:52:30,777] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-17 10:52:30,777] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:52:30,778] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-17 10:52:30,778] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-17 10:52:31,781] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-17 10:58:21,342] - 
  INFO root [2019-05-17 10:58:21,343] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-17 10:58:21,345] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-17 10:58:21,346] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-17 10:58:21,346] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-17 10:58:21,399] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56359 )
  INFO root [2019-05-17 10:58:21,400] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56359, SOMAXCONN=5.
  INFO root [2019-05-17 10:58:21,410] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 8084 ----
  INFO root [2019-05-17 10:58:21,411] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-17 10:58:21,412] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-17 10:58:21,412] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-17 10:58:21,647] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-17 10:58:21,647] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-17 10:58:22,702] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-17 10:58:22,703] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-17 10:58:22,715] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-17 10:58:22,722] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-17 10:58:22,731] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-17 10:58:22,737] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-17 10:58:22,741] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-17 10:58:22,757] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-17 10:58:22,767] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-17 10:58:22,769] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-17 10:58:22,784] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-17 10:58:22,790] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-17 10:58:22,792] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-17 10:58:22,802] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-17 10:58:22,806] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-17 10:58:22,807] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-17 10:58:22,810] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-17 10:58:22,834] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-17 10:58:22,834] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-17 10:58:23,135] - ThreadPool::destroy(): waiting for thread(2)[0x7ecf8,0x7ea20,], try=1
 DEBUG root [2019-05-17 10:58:23,537] - TPThread::~TPThread(): 0x7ecf8
 DEBUG root [2019-05-17 10:58:23,537] - TPThread::~TPThread(): 0x7ea20
 DEBUG root [2019-05-17 10:58:23,537] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-17 10:58:23,550] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-17 10:58:23,551] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,552] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,552] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,552] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,553] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,553] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-17 10:58:23,553] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-17 10:58:23,553] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-17 10:58:24,555] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 09:12:56,682] - 
  INFO root [2019-05-29 09:12:56,689] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 09:12:56,701] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 09:12:56,702] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 09:12:56,702] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 09:12:56,773] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54057 )
  INFO root [2019-05-29 09:12:56,774] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54057, SOMAXCONN=5.
  INFO root [2019-05-29 09:12:56,824] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 3396 ----
  INFO root [2019-05-29 09:12:56,831] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 09:12:56,839] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 09:12:56,840] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 09:12:58,052] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 09:12:58,052] - Script::install(): KBExtra is successfully!
 ERROR root [2019-05-29 09:12:59,073] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-05-29 09:12:59,140] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 09:12:59,140] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 09:12:59,441] - ThreadPool::destroy(): waiting for thread(2)[0x870308,0x870850,], try=1
 DEBUG root [2019-05-29 09:12:59,843] - TPThread::~TPThread(): 0x870308
 DEBUG root [2019-05-29 09:12:59,843] - TPThread::~TPThread(): 0x870850
 DEBUG root [2019-05-29 09:12:59,844] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 09:12:59,905] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 09:12:59,905] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,906] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,906] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,906] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,906] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,906] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:12:59,907] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 09:13:00,920] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 09:13:47,130] - 
  INFO root [2019-05-29 09:13:47,131] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 09:13:47,131] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 09:13:47,131] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 09:13:47,131] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 09:13:47,145] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54081 )
  INFO root [2019-05-29 09:13:47,145] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54081, SOMAXCONN=5.
  INFO root [2019-05-29 09:13:47,150] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 13520 ----
  INFO root [2019-05-29 09:13:47,150] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 09:13:47,150] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 09:13:47,151] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 09:13:47,343] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 09:13:47,343] - Script::install(): KBExtra is successfully!
 ERROR root [2019-05-29 09:13:47,815] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-05-29 09:13:47,823] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 09:13:47,824] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 09:13:48,125] - ThreadPool::destroy(): waiting for thread(2)[0x434a80,0x48d638,], try=1
 DEBUG root [2019-05-29 09:13:48,527] - TPThread::~TPThread(): 0x434a80
 DEBUG root [2019-05-29 09:13:48,527] - TPThread::~TPThread(): 0x48d638
 DEBUG root [2019-05-29 09:13:48,528] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 09:13:48,548] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 09:13:48,548] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,549] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,549] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,549] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,549] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,549] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:13:48,550] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 09:13:49,550] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 09:17:34,967] - 
  INFO root [2019-05-29 09:17:34,967] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 09:17:34,968] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 09:17:34,968] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 09:17:34,968] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 09:17:34,980] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54090 )
  INFO root [2019-05-29 09:17:34,980] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54090, SOMAXCONN=5.
  INFO root [2019-05-29 09:17:34,984] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 2044 ----
  INFO root [2019-05-29 09:17:34,985] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 09:17:34,985] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 09:17:34,985] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 09:17:35,189] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 09:17:35,189] - Script::install(): KBExtra is successfully!
 ERROR root [2019-05-29 09:17:35,760] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-05-29 09:17:35,769] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 09:17:35,769] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 09:17:36,070] - ThreadPool::destroy(): waiting for thread(2)[0x7df768,0x7df490,], try=1
 DEBUG root [2019-05-29 09:17:36,472] - TPThread::~TPThread(): 0x7df768
 DEBUG root [2019-05-29 09:17:36,473] - TPThread::~TPThread(): 0x7df490
 DEBUG root [2019-05-29 09:17:36,473] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 09:17:36,484] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 09:17:36,485] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,485] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,485] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,485] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,486] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,486] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 09:17:36,486] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 09:17:37,486] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 09:17:43,178] - 
  INFO root [2019-05-29 09:17:43,179] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 09:17:43,179] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 09:17:43,180] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 09:17:43,180] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 09:17:43,192] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54092 )
  INFO root [2019-05-29 09:17:43,192] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54092, SOMAXCONN=5.
  INFO root [2019-05-29 09:17:43,196] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 14792 ----
  INFO root [2019-05-29 09:17:43,197] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 09:17:43,197] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 09:17:43,197] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 09:17:43,392] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 09:17:43,393] - Script::install(): KBExtra is successfully!
 ERROR root [2019-05-29 09:17:43,916] - app::initialize(): EntityDef initialization failed!
  INFO root [2019-05-29 09:17:43,924] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 09:17:43,924] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 09:17:44,225] - ThreadPool::destroy(): waiting for thread(2)[0x112ec08,0x112e248,], try=1
